"Item
 2020 (a)","","","","","","","Growth Rate (%)
 2021 (b) 
2020 (a) 2021 (b)","",""
"","","","","","","","","",""
"Q
uantity Imported (mt ‘000)
Crude Oil
Refined Products 
Coal
   L.P. Gas
Domestic L.P. Gas Production (mt ‘000)
Value of Imports (CIF)
Crude Oil             (Rs. million)
                                  (US$ million)
Refined Products   (Rs. million)
                          (US$ million)
Coal                   (Rs. million)
                                  (US$ million)
L.P. Gas              (Rs. million)
                                  (US$ million)
Average Price of Crude Oil (CIF) 
                                     (Rs./bbl)
                                     (US$/bbl)
Quantity of Petroleum Exports (mt '000) 
Value of Petroleum Exports  (Rs. million)
Local Sales - Refined Products (mt ‘000)
o/w  Petrol (92 Octane) (c)
Petrol (95 Octane) 
Auto Diesel (d)
Super Diesel
Kerosene
Furnace Oil
Avtur
Naphtha
Local Sales - L.P. Gas (mt ’000)
Local Price (End Period) (Rs./litre)","","","","","","","","",""
"","","1,667 
 4,028 
 2,600 
 437 
 
 25","","","","","1,182 
 4,553 
 2,206 
 422 
 
 17","-9.5
-15.0
8.8
1.7
-6.4","-29.1
13.0
-15.1
-3.3
-34.1"
"","","107,665","","","","","123,865","-38.0","15.0"
"","","","","583","","","625","-39.9","7.2"
"","","","","321,818","","","564,681","-33.4","75.5"
"","","","","1,742","","","2,840","-35.6","63.0"
"","","","","40,194","","","55,118","3.8","37.1"
"","","","","217","","","278","1.3","27.8"
"","","","","43,812","","","64,436","1.5","47.1"
"","","","","236","","","324","-2.2","37.2"
"","","","","8,415","","","13,645","-31.6","62.2"
"","","","","","","","","",""
"","","","","45.57","","","68.86 
853
100,975","-33.8
-18.9
-26.1","51.1
7.0
46.7"
"","","","","798 
 68,849 
(US$ million)
 374 
 4,600","","","","",""
"","","","","","","","506","-28.3","35.6"
"","","","","","","","4,246","-16.8","-7.7"
"","","","","","1,139","","1,238","-10.2","8.7"
"","","","","","","","","",""
"","","","","","120","","116","-23.6","-3.5"
"","","","","","1,750 
 69 
 176 
 971 
 189 
 165 
 473 
 137.00 
 161.00 
 104.00 
 132.00 
 70.00 
 70.00 
 70.00 
 119.44 
 119.44","","1,875 
 75 
 188 
 513 
 224 
 11 
 457 
 177.00 
 207.00 
 121.00 
 159.00 
 87.00 
 110.00 
 110.00 
 214.00 
 227.20","-18.2
-18.8
-14.8
-4.0
-60.2
1.7
1.5
 -   
 -   
 -   
 -   
 -   
-27.1
-27.1
 -   
 -","7.1
8.2
7.2
-47.2
18.6
-93.5
-3.3
29.2
28.6
16.3
20.5
24.3
 57.14 
 57.14 
79.2
90.2"
"","Petrol (92 Octane)","","","","","","","",""
"","","","","","","","","",""
"","Petrol (95 Octane)
Auto Diesel
Super Diesel
Kerosene
Furnace Oil
800 Seconds
1,500 Seconds
L.P. Gas (Rs./kg)
Litro Gas
Laugfs Gas","","","","","","","",""
"","","","","","","","","",""
"Brent 
WTI","International Crude Oil Prices (US$/bbl)
Petroleum and Other Liquids
World Supply (million barrels per day)
World Demand (million barrels per day)","","","","43.35 
 39.78 
 93.9 
 92.0","","70.80 
 67.94 
 95.6 
 97.5","-32.3
-30.2
-6.4
-8.6","63.3
70.8
1.8
6.0"
"(a) Revised","(b) Provisional
(c) Including XtraPremium Euro 3
(d) Including XtraMile Diesel","","","","Sources: Ceylon Petroleum Corporation 
Lanka IOC PLC
Lanka Marine Services (Pvt) Ltd 
Litro Gas Lanka Ltd
Laugfs Gas PLC
Sri Lanka Customs
Bloomberg
U.S. Energy Information   
 Administration","","","",""
