"","","Figure 1.2","",""
"by 3.5 per cent at current prices in 2020, compared","","","",""
"","","Savings, Investment and the Savings-Investment Gap","",""
"to the growth of 13.4 per cent in 2019, reflecting the","","","",""
"","","(as a percentage of GDP)","",""
"combined effect of the slowdown in global demand,","","","",""
"","","35","10",""
"border 
closures 
that 
severely  affected 
tourism,","","30","",""
"","","","8",""
"","","25","",""
"as  well  as 
the 
imposition  of 
import 
restrictions,","","","",""
"","","","6",""
"","","20","",""
"aimed  at  easing  pressures  in  the  external  sector.","Per cent","15","","Per cent"
"","","","4",""
"","","","",""
"Although 
private 
savings 
increased, 
dissavings","","10","2",""
"","","5","",""
