"","","","","","","","","",""
"Purpose","","","","","","","No. of","","Value in 
USD"
"","","","","","","","","",""
"","","","","","","","approvals","mn",""
"","","","","","","","","",""
"-
Resident Companies to invest abroad*
1","","","","","","","","",""
"Resident Companies to issue bank/","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","corporate guarantees in favour of","","","","","","5","39.02",""
"","","","","","","","","",""
"","residents outside Sri Lanka","","","","","","","",""
"","","","","","","","","",""
"ADs/Resident Companies to process","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"certain miscellaneous foreign exchange","","","","","","","","",""
"transactions that are not covered from the","","","","","","","8","N/A**",""
"","","","","","","","","",""
"general permissions granted under FEA","","","","","","","","",""
