"","","","","",""
"","49.   FINANCIAL ASSETS AND FINANCIAL LIABILITIES
49.1
Classification of Financial Assets and Financial Liabilities
The following table provides a reconciliation between line items in the Statement of Financial Position and categories 
of Financial Instruments
FVTPL
FVOCI - 
FVOCI - 
Amortized 
Debt 
Equity 
Cost
31 December  2020
Instruments
Instruments
Rs. 000
Rs. 000
Rs. 000
Rs. 000
Foreign Currency Financial Assets
 -   
 -   
 -   
 403,307,304 
Cash & Cash Equivalents
 40,564,323 
 -   
 -   
 -   
Securities at Fair Value through Profit or Loss
Securities at Fair Value through Other 
 -   
 703,435,463 
 -   
 -   
Comprehensive Income
 3,370,353 
 -   
 -   
Derivative Financial Instruments
 157,793,346 
 -   
 -   
 1,164,839 
IMF Related Assets
 -   
 -   
 -   
 1,702,247 
Other Receivables
 201,728,022 
 703,435,463 
 -   
Total Foreign Currency Financial Assets
Local Currency Financial Assets
 -   
 714,531,527 
 -   
 -   
Sri Lanka Government Securities
 -   
 -   
 -   
 2,728,412 
Securities Purchased under Resale Agreements
 -   
 -   
 -   
 153,061,900 
Provisional Advances to Government
 -   
 -   
 1,615,356 
 -   
Equity Investments in Financial and Other Institutions 
 -   
 -   
 -   
 111,487,526 
Loans to Banks 
 -   
 -   
 -   
 23,097,189 
Other Assets
 -   
 714,531,527 
 1,615,356 
Total Local Currency Financial Assets 
Foreign Currency Financial Liabilities 
 -   
 -   
 -   
 208,337,221 
Banks and Financial Institutions
 574,182 
 -   
 -   
 -   
Derivative Financial Instruments
 -   
 -   
 -   
 63,864,652 
Asian Clearing Union
 -   
 -   
 -   
 509,925,278 
IMF
 -   
 -   
 -   
 74,870,325 
Other
Total Foreign Currency Financial Liabilities 
 574,182 
 -   
 -   
 856,997,476 
Local Currency Financial Liabilities 
 -   
 -   
 -   
 129,601,521 
Deposits of Banks and Financial Institutions
 -   
 -   
 -   
 1,460,512 
Deposits of Government and Government Entities
 -   
 -   
 -   
 209,507,898 
Securities Sold under Repurchase Agreements
 -   
 -   
 -   
 834,807,859 
Currency in Circulation
 -   
 -   
 -   
 14,742,792 
Other Payables
 -   
 -   
 -   
Total Local Currency Financial Liabilities","","","",""
"","","","","",""
"","","-","Total
Rs. 000
 403,307,304 
 40,564,323 
 703,435,463 
 3,370,353 
 158,958,185 
 1,702,247","",""
"","","406,174,390  1,311,337,875","","",""
"","","","714,531,527 
 2,728,412 
 153,061,900 
 1,615,356 
 111,487,526 
 23,097,189","",""
"","","","","",""
"","","290,375,027   1,006,521,910","","",""
"","","","208,337,221 
 574,182 
 63,864,652 
 509,925,278 
 74,870,325","",""
"","","","857,571,658","",""
"","","","129,601,521 
 1,460,512 
 209,507,898 
 834,807,859 
 14,742,792","",""
"","","1,190,120,582  1,190,120,582","","",""
"","","","","",""
"","","","","",""
