"","","","","","","","",""
"Tenure of Term Deposits","Maximum Interest Rate Per annum","","Currently Applicable Maximum Interest Rate (%)","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"01 month and less than 03 months","91 days T-bills WAYR","","14.71","","","","",""
"","","","","","","","",""
"03 months and less than 06 months","182 days T-bills WAYR + 0.25%","","15.58 + 0.25 = 15.83","","","","",""
"","","","","","","","",""
"06 months and less than 01 year","364 days T-bills WAYR + 0.50%","","15.83 + 0.50 = 16.33","","","","",""
"","","","","","","","",""
"01 year and less than 02 years","364 days T-bills WAYR + 2.00%","","15.83 + 2.00 = 17.83","","","","",""
"02 years and less than 03 years","364 days T-bills WAYR + 2.75%","","15.83 + 2.75 = 18.58","","","","",""
"03 years and less than 05 years","364 days T-bills WAYR + 3.25%","","15.83 + 3.25 = 19.08","","","","",""
"","","","","","","","",""
"05 years","364 days T-bills WAYR + 4.25%","","15.83 + 4.25 = 20.08","","","","",""
