"Petrol
(95 Octane)","14.03.2020","35.00","","35.00","15.00 (a)",""
"","23.04.2020","50.00","","50.00","49.00 (a)",""
"","24.06.2020
20.00 (a)","","","","",""
"","30.06.2020","50.00","6.00","44.00","",""
"","24.08.2020","","","","20.00 (b)",""
"","24.11.2020
20.00 (b)","","","","",""
"","31.12.2020","50.00","16.00","34.00","",""
"","02.02.2021","50.00","8.00","42.00","0.00 (c)",""
"","25.03.2021","50.00","24.00","26.00","",""
"Auto Diesel","14.03.2020","5.85","","5.85","11.00 (a)",""
"","23.04.2020","25.00","","25.00","24.00 (a)",""
"","24.06.2020","","","","12.00 (a)",""
"","30.06.2020
25.00
7.00
18.00","","","","",""
"","24.08.2020","","","","12.00 (b)",""
"","17.09.2020","25.00","8.00","17.00","",""
"","11.11.2020
25.00
3.00
22.00","","","","",""
"","24.11.2020","","","","12.00 (b)",""
"","31.12.2020","25.00","20.00","5.00","",""
"","02.02.2021","25.00","14.00","11.00","0.00 (c)",""
"","25.03.2021
25.00
25.00","","","","",""
"Super Diesel","14.03.2020","15.00","","15.00","20.00 (a)",""
"","23.04.2020","25.00","","25.00","40.00 (a)",""
"","24.06.2020
30.00 (a)","","","","",""
"","30.06.2020","25.00","5.00","20.00","",""
"","24.08.2020","","","","30.00 (b)",""
"","11.11.2020
25.00","","","25.00","",""
"","24.11.2020","","","","30.00 (b)",""
"","31.12.2020","25.00","15.00","10.00","",""
"","02.02.2021","25.00","","25.00","0.00 (c)",""
"","25.03.2021
25.00
10.00
15.00","","","","",""
