"","","","","","Table"
"Country Classification of Tea Exports","…","…","…","…","71"
"Rubber Exports and Prices","…","…","…","…","72"
"Major Rubber Export Destinations","…","…","…","…","73"
"Country Classification of Garment Exports","…","…","…","…","74"
"Export Volumes, Values and Prices of Major Coconut Products","…","…","…","…","75"
"Export Volumes and Values of Other Agricultural Products","…","…","…","…","76"
"Selected Industrial and Mineral Exports","…","…","…","…","77"
"Composition of Imports","…","…","…","…","78"
"Imports by Major Categories","…","…","…","…","79"
"","Import Performance based on Standard International Trade Classification (SITC)  …","","…","…","80"
"Composition of Imports according to the SITC","…","…","…","…","81"
"Exports and Imports of Major Commodities","…","…","…","…","82"
"Direction of Trade - Exports","…","…","…","…","83"
"Direction of Trade - Imports","...","...","...","...","84"
"Performance in the Tourism Sector","…","…","…","…","85"
"Some Indicators of the Regional Distribution of Tourism","…","…","…","…","86"
"Balance of Payments - Standard Presentation under BPM6 Format  …","","…","…","…","87"
"","International Investment Position - Standard Presentation under BPM6 Format   …","","…","…","88"
"Outstanding External Debt","…","…","…","…","89"
"Services and Income","…","…","…","…","90"
"Workers’ Remittances","…","…","…","…","91"
"Foreign Direct Investments (FDI) Inflows - Country-wise Breakdown  ...","","…","…","…","92"
"End of Period Exchange Rates","…","…","…","…","93"
"","Average Exchange Rates of Major Currencies and Monthly Indices of Nominal Effective","","","",""
"Exchange Rate (NEER) and Real Effective Exchange Rate (REER)","","…","...","…","94"
"Interbank Market Transactions","…","…","…","…","95"
"Absorption and Supply of Foreign Exchange by the Central Bank   …","","…","…","…","96"
"FISCAL POLICY AND GOVERNMENT FINANCE","","","","",""
"Economic Classification of Government Fiscal Operations","…","…","…","…","97"
"Economic Classification of Government Revenue","…","…","…","…","98"
"","Economic Classification of Government Expenditure and Lending Minus Repayments","","…","…","99"
"Voted Expenditure of the Government of Sri Lanka – 2022","…","…","…","…","100"
"Voted Expenditure of the Government of Sri Lanka – 2023","…","…","…","…","101"
"Current Transfers to Public Corporations and Institutions","…","…","…","…","102"
"Capital Transfers to Public Corporations and Institutions","…","…","…","…","103"
"Composition of Outstanding Central Government Debt (as at end year)","","…","…","…","104"
"Ownership of Central Government Debt (as at end year)","…","…","…","…","105"
"Ownership of Treasury Bills (as at end year)","…","…","…","…","106"
"Ownership of Treasury Bonds (as at end year)","…","…","…","…","107"
"Ownership of Rupee Loans (as at end year)","…","…","…","…","108"
"Ownership of Outstanding Foreign Debt (as at end year)","…","…","…","…","109"
"Foreign Loans – 2022","…","…","…","…","110"
"Net Receipts of Foreign Assistance","…","…","…","…","111"
"Outstanding Central Government Debt (as at end year)","…","…","…","…","112"
"Central Government Debt Service Payments","…","…","…","…","113"
"Budget Outturn for Provincial Councils","…","…","…","…","114"
"Consolidated Budget","…","…","…","…","115"
