"","Serial 
No.","Registration 
by the CBSL","No. assinged","NIC	No.	/
Business 
Registration","Amount","Amount 
Granted      
in Loss","","*Recoveries 
after 
Submission","Legal Action taken against Willful 
Defaulters","","","","","Net Loss         
(Rs.)"
"","","","","","","","","","Date of","","","Name of","Arbitration",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","No.","(Rs.)","(Rs.)","","","of 1st Claim","","","the Court","Case No.",""
"","","","","","","","","(Rs.)","(DD-MM-YY)","","Case Filed","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","Total","","","","","","","","","","","","",""
