"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","7. 
NATURE AND EXTENT OF ACTIVITIES
8.1 The cash balance available for restricted use represents 
the CNY 10 billion received under the bilateral currency 
7.1   Foreign Currency Activities
swap  agreement  between  CBSL  and 
explained  in  Note  25.6.  The  amount  received  under 
Foreign  currency  activities  result  mainly  from  the  CBSL’s 
this agreement can be used to finance trade and direct 
holdings of foreign currency assets under its foreign reserves 
management  function.  The  foreign  reserves  management 
portfolio  comprises  of 
foreign  exchange  intervention  purposes  and  other  foreign 
8.2 Movement  in  Expected  Credit  Losses  on  Cash 
currency assets held for trading purposes. 
and Cash Equivalents 
 
 
The foreign currency assets are held in various currencies. 
The  majorities  are  denominated  in  United  States  Dollars, 
Australian  Dollars,  Euros,  Sterling  Pounds,  Japanese  Yen 
and  New  Zealand  Dollars.  The  financial  instruments  held 
within 
these 
foreign  currency  portfolios  consist  mainly 
Balance as at 1 
January
of 
sovereign 
securities, 
securities  held  under 
reverse-
repurchase transactions or balances held with other central 
the year
banks, commercial banks and custodial institutions. 
Balance as at 31 
December
The  Bank  also  holds,  from  time-to-time,  foreign  currency 
assets  and  liabilities  that  arise  from  international  market 
operations.
9.   INVESTMENTS IN FOREIGN SECURITIES
7.2   Local Currency Activities
Local currency activities arise as follows: 
Securities at Fair Value
(i) 
 Liquidity management operations: Liquidity management 
through Profit or Loss
largely involves the CBSL offsetting the daily net flows to 
or from government or market by advancing funds to 
or withdrawing funds from the banking system.  Most of 
Securities at Fair Value through 
this business is undertaken through daily open market 
Other Comprehensive Income
operations.   
 -Investment in Foreign Securities
(ii)   Holding  an 
investment  portfolio  comprising  of  Sri 
Lanka government securities to support the liability for 
Securities
currency  in  circulation.  The  Bank’s  policy  is  to  hold 
Expected Credit Loss on 
these investments for monetary operations and not for 
Securities at Fair Value through 
trading.  
Other Comprehensive Income 
(Note 9.2) 
7.3   Trust and Custodial Activities
Amounts  administered  by  the  CBSL  under  custodial  and 
9.1 
Investment 
administration  arrangements  are  not 
included 
in 
these 
securities at fair value through profit or loss includes 
financial statements, as they do not form part of elements of 
the investments made by the Bank  in the Reserve 
financial statements of the Bank.
Advisory  Management  Program  (RAMP)  managed 
by the World Bank.  
8.     CASH AND CASH EQUIVALENTS
9.2  Movement 
Cash Balances with Banks
Time Deposits with Banks
Overnight Placements
Cash and Cash Equivalents available 
for Restricted Use (Note 8.1)
Less: Expected Credit Losses on Cash 
and Cash Equivalents (Note 8.2)
Total","","","investment  between  the  two  countries  and  for  other 
foreign  currency  assets  held 
for 
purposes agreed upon by both parties.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","the  PBoC  as","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020
Stage 1
Stage 2
Total","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021
Stage 1
Stage 2
Total","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rs. 000
Rs. 000
Rs. 000","","","","","","","","Rs. 000
Rs. 000
Rs. 000","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90,277
180,061
 270,338","","","","","","","","219,331
2,627
221,958","",""
"","","","","","","","","","","","","","","","","","","","","Charge/","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","(Reversal) during","","","","","","","","","","","(38,268)
 (146,702)
 (184,970)","","","","","","","","(129,054)
177,434
48,380","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52,009
33,359
85,368","","","","","","","","90,277
180,061
270,338","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","-Investment in Foreign Securities
  (Note 9.1)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021
Rs. 000","","","","","2020
   Rs. 000"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-","","","","","40,564,323"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-","","","","","","40,564,323"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8,818,244","","","","","703,435,463"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Total Investment in Foreign","","","","","","","","","","","","","","","","","8,818,244","","","","","","703,435,463"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8,818,244","","","","","743,999,786"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Securities 
    2020
   Rs. 000
Comprehensive Income","","","","","","","","","","","","","","","","","","","995","","","","","2,098,721"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","in 
foreign 
securities 
classified 
as","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","in 
Expected  Credit 
Losses 
on","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","2021
    Rs. 000","","","","","","","","","","","","at 
Fair 
Value 
through  Other","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","23,385,534
49,430,045
124,669,823","","","","93,379,318
270,722,623
39,462,616","","","","","","","","","","","","","","","","","","","","","2020
Stage 1
Stage 2
Total","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021
Stage 1
Stage 2
Total","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Interest Receivable on Cash and 
Cash Equivalents
Cash and Cash Equivalents for 
Cash Flow Purpose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","19,084","","","","13,085","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rs. 000
Rs. 000
Rs. 000","","","","","","","","","","Rs. 000
Rs. 000
Rs. 000","","",""
"","","","","","","","","","","","","","197,504,486","","","","403,577,642
Balance as","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","at 1 January","","","","","","","","","","","36,546 
2,062,175 
2,098,721","","","","","","","","","","81,259
 19,635 
 100,894","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","315,343,334","","","","-","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","Charge/","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","(Reversal)","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","during the","","","","","","","","","","","(35,551)
(2,062,175)
(2,097,726)","","","","","","","","","","(44,713)
2,042,540 
1,997,827","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","(85,368)","","","","Year
 (270,338)","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","512,762,452","","","","403,307,304","","","Balance as at 
31 December","","","","","","","","995 
 -   
995","","","","","","","","","","36,546
2,062,175 
2,098,721","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
