"Growth of credit to the private sector continued to decelerate","","","","",""
"","","","Components of the Central Bank","",""
"","Growth of M2b","","","",""
"","","","balance sheet","",""
"Credit to the","Y-o-Y","","","",""
"","","","","End",""
"private sector","","","","2022",""
"Rs. 432.7 bn","","","","",""
"","","","","Rs. 2,963.2 bn",""
"[2021: Rs. 810.5 bn]","","","","",""
"","","","The Central Bank","",""
"","","","balance sheet","",""
"Credit to SOBEs","","15.4%","","",""
"","","","expanded notably","",""
"Rs. 558.9 bn","","End 2022","","",""
"[2021: Rs. 185.9 bn]","13.2%","","","","7"
"","End 2021","","End","",""
"","","","","",""
"","","","2020","",""
"","Y-o-Y Growth of private sector credit","","","",""
"Net credit to the","","","","",""
"","End 2021","","","",""
"","","End","","",""
"Government by","","End","","",""
"","13.1%","","","",""
"","","Feb
2022","","",""
"the banking system","","","","",""
"","","2023","","",""
"","","6.2%","Net foreign assets","",""
"Rs. 1,638.7 bn","","3.0%","of the Central Bank","",""
"[2021: Rs. 1,284.4 bn]","","","","",""
"","Growth of credit","","remain negative","",""
"","","-3.3%","","",""
"","Parity impact adjusted","-5.9%","","",""
