"","","","Wage Rate Indices (Public Sector Employees) (2016=100) (a)","","","","","","","",""
"","","","Senior Level","","Tertiary Level","Secondary Level","","Primary Level","","Public Sector",""
"","Period","","","","","","","","","",""
"","","NWRI","RWRI (b)","NWRI","RWRI (b)","NWRI","RWRI (b)","NWRI","RWRI (b)","NWRI","RWRI (b)"
"2019","","117.4","103.1","108.0","94.8","104.0","91.3","103.9","91.2","104.9","92.1"
"2020","","131.4","108.7","121.0","100.1","115.1","95.2","108.3","89.6","114.6","94.8"
"2021 (c)","","131.4","101.7","121.0","93.6","115.1","89.1","108.3","83.9","114.6","88.7"
"2019","1st   Quarter","114.9","103.1","104.8","94.1","100.5","90.2","100.0","89.7","101.4","91.0"
"","2nd Quarter","114.9","101.8","104.8","92.9","100.5","89.1","100.0","88.6","101.4","89.9"
"","3rd  Quarter","119.9","105.1","111.2","97.4","107.5","94.2","107.8","94.4","108.4","95.0"
"","4th  Quarter","119.9","102.4","111.2","94.9","107.5","91.8","107.8","92.0","108.4","92.6"
"2020","1st   Quarter","131.4","109.6","121.0","100.9","115.1","96.0","108.3","90.4","114.6","95.6"
"","2nd Quarter","131.4","110.1","121.0","101.4","115.1","96.5","108.3","90.8","114.6","96.0"
"","3rd  Quarter","131.4","108.3","121.0","99.8","115.1","94.9","108.3","89.3","114.6","94.5"
"","4th  Quarter","131.4","106.8","121.0","98.3","115.1","93.6","108.3","88.0","114.6","93.1"
"2021(c)","1st   Quarter","131.4","105.0","121.0","96.7","115.1","92.0","108.3","86.6","114.6","91.6"
"","2nd Quarter","131.4","103.9","121.0","95.7","115.1","91.1","108.3","85.7","114.6","90.7"
"","3rd  Quarter","131.4","101.7","121.0","93.6","115.1","89.1","108.3","83.8","114.6","88.7"
"","4th  Quarter","131.4","96.2","121.0","88.5","115.1","84.3","108.3","79.3","114.6","83.9"
"2020","January","131.4","109.1","121.0","100.5","115.1","95.6","108.3","90.0","114.6","95.2"
"","February","131.4","109.1","121.0","100.5","115.1","95.6","108.3","90.0","114.6","95.2"
"","March","131.4","110.6","121.0","101.8","115.1","96.9","108.3","91.2","114.6","96.5"
"","April","131.4","110.9","121.0","102.1","115.1","97.2","108.3","91.4","114.6","96.8"
"","May","131.4","110.4","121.0","101.7","115.1","96.8","108.3","91.0","114.6","96.3"
"","June","131.4","108.9","121.0","100.3","115.1","95.4","108.3","89.8","114.6","95.0"
"","July","131.4","108.9","121.0","100.3","115.1","95.4","108.3","89.8","114.6","95.0"
"","August","131.4","108.5","121.0","99.9","115.1","95.1","108.3","89.5","114.6","94.6"
"","September","131.4","107.6","121.0","99.1","115.1","94.3","108.3","88.8","114.6","93.9"
"","October","131.4","107.5","121.0","99.0","115.1","94.2","108.3","88.6","114.6","93.8"
"","November","131.4","106.9","121.0","98.5","115.1","93.7","108.3","88.2","114.6","93.3"
"","December","131.4","105.9","121.0","97.5","115.1","92.8","108.3","87.3","114.6","92.4"
"2021 (c)","January","131.4","105.2","121.0","96.9","115.1","92.2","108.3","86.8","114.6","91.8"
"","February","131.4","104.7","121.0","96.4","115.1","91.7","108.3","86.3","114.6","91.3"
"","March","131.4","105.2","121.0","96.9","115.1","92.2","108.3","86.8","114.6","91.8"
"","April","131.4","105.1","121.0","96.8","115.1","92.1","108.3","86.7","114.6","91.7"
"","May","131.4","104.1","121.0","95.9","115.1","91.2","108.3","85.8","114.6","90.8"
"","June","131.4","102.6","121.0","94.5","115.1","89.9","108.3","84.6","114.6","89.5"
"","July","131.4","102.0","121.0","93.9","115.1","89.4","108.3","84.1","114.6","89.0"
"","August","131.4","101.6","121.0","93.6","115.1","89.1","108.3","83.8","114.6","88.7"
"","September","131.4","101.4","121.0","93.3","115.1","88.8","108.3","83.6","114.6","88.4"
"","October","131.4","99.3","121.0","91.4","115.1","87.0","108.3","81.9","114.6","86.6"
"","November","131.4","96.3","121.0","88.6","115.1","84.4","108.3","79.4","114.6","84.0"
"","December","131.4","92.9","121.0","85.5","115.1","81.4","108.3","76.6","114.6","81.0"
"(a)   Public sector wage rate index was rebased to 2016 (from 2012) in order to capture the changes introduced","","","","","","","","","","Source: Central Bank of Sri Lanka",""
