"","Pension","Pension","Pension","Pension","Widowers’ and","","Scheme",""
"","Scheme","Scheme-New","Scheme","Scheme","Orphans’Pension","","",""
"","","","","","Scheme - New","","",""
"","Rs. 000","Rs. 000","Rs. 000","Rs. 000","Rs. 000","Rs. 000","Rs. 000","Rs. 000"
"Investment in Government","","","","","","","",""
"","25,156,360","4,598,490","5,063,782","1,955,169","1,072,593","196,145","2,658,415","40,700,954"
"Securities","","","","","","","",""
"Investment in Reverse Repo","112,927","42,808","33,002","2,015","9,225","9,252","43,525","252,754"
"Investment in Debentures","817,628","222,411","342,261","58,157","17,361","5,173","74,170","1,537,161"
"Investment in Fixed Deposits","1,043,051","24,187","134,333","134,847","968","-","-","1,337,386"
"Balances Remaining in","","","","","","","",""
"","3,781","2,231","2,241","1,328","893","-","-","10,474"
"Current Accounts","","","","","","","",""
"Total Plan Assets/Investments as","","","","","","","",""
"","27,133,747","4,890,127","5,575,619","2,151,516","1,101,040","210,570","2,776,110","43,838,729"
"at 31 December 2022","","","","","","","",""
