"","","","","Table 8.4","","","",""
"per cent as at end 2020 to 16.4 per cent as at end","","","","","","","",""
"","","","Composition of Deposits of the Banking Sector","","","","",""
"2021.  The  Held  to  Maturity  (HTM)  portfolio  grew","","","","","","","",""
"","","","2020(a)","","2021(b)","","Change (%)",""
"by  24.8  per  cent  during  2021  due  to  increased","","Item","","Share","","Share","2020","2021"
"","","","Rs.bn","","Rs.bn","","",""
"","","","","(%)","","(%)","(a)","(b)"
"investments","in  Treasury  bonds  by  Rs.  903.7","","","","","","",""
"","","Demand Deposits","696.9","6.3","889.2","7.0","31.8","27.6"
"","","","","","","","",""
"billion and decreased investments in Treasury bills","","Savings Deposits","3,149.9","28.3","3,742.7","29.5","34.4","18.8"
"","","Time Deposits","7,022.3","63.0","7,676.3","60.6","15.3","9.3"
"","","","","","","","",""
"and  Sri  Lanka  Development  Bonds  (SLDBs)  by","","Other Deposits","271.9","2.4","363.1","2.9","38.1","33.6"
"","","Total Deposits","11,140.9","100.0","12,671.3","100.0","21.6","13.7"
"Rs. 99.8 billion and Rs. 55 billion, respectively. The","","(a) Revised","","","","Source: Central Bank of Sri Lanka","",""
