"","","","","","","","","Annex I of the Direction No. 8 of 2021","",""
"Part III - 120","","Quarterly Statement of Resident Guest Foreign Currency Accounts (RGFCA)","","","","","","","",""
"","Name of the Bank: …………………………..","","","","","","","","",""
"","Reporting Quarter & Year: ……………………….","","","","","","","","",""
"","Initial Deposit","","","Credits","","","Debits","","",""
"","","","","","","","Withdrawal","","",""
"Name of the","","Opening","","","","","","","","Closing"
"","","","Inward","","","Transfer of","","","",""
"Currency","","","","","","","","","",""
"","","","","Interest","","","of funds for","Transfers","",""
"Account Holder","","Balance","","","","","","","","Balance"
"","Date
Amount","","Remittances/","","Other","Unutilized/","","","Other",""
"","","","","Credited","","","approved","to RGRCA","",""
"","","","Deposits","","","Excess Fund","","","",""
"","","","","","","","investments","","","Administrative Measures Adopted by the Government and the Monetary Board during the Year"
"","Authorised Dealers are required to furnish both scanned copy of the report and the MS Excel version of the same as above","","","","","","","","",""
"","We certify that the above information extracted/ generated from the books of accounts of the bank is accurate.","","","","","","","","",""
"","Name & Designation of the Authorised Officer: ……………………………………","","","","","Name of the Compliance Officer: …………………","","","",""
"","Signature & Seal: ………………………………………………","","","","","Signature : ………………………","","","",""
"","","","","","","Date:","","","",""
"Date: …………………………..","","","","","","","","","",""
"Central Bank of Sri Lanka Annual Report - 2021","","","","","","…………………………..","","","","Part III"
