"","","","","","","","","","Annex II of the Directions No. 07 of 2021","","","Part III"
"","","","","Monthly Statement of Senior Foreign Nationals’ Rupee Account (SFNRA)","","","","","","","",""
"","","Name of the Bank: …………………………..","","","","","","","","","",""
"","","Reporting Month & Year: ……………………….","","","","","","","","","",""
"","","","","","","","","","","","In LRK",""
"Central Bank of Sri Lanka Annual Report - 2021","","","","Opening","","Credits","","","Debits","","",""
"","","","","Balance","","","","","","","",""
"","","","","","Inward","Transfer","","Payments","","","",""
"","Name of the Account","","","at the","","","","","","","Closing",""
"","","","","","","","","","Local","","",""
"","","Account Number","Currency","","","","","","","","",""
"","","","","","Remittances/","of	Funds/","Other","for Current","","Other","",""
"","Holder","","","begining of","","","","","","","Balance",""
"","","","","","","","","","Disbursements","","",""
"","","","","","Deposits","Interest from","","Transaction","","","",""
"","","","","the month","","","","","","","",""
"","","","","","","SFNFDA","","","","","",""
"","","Authorised Dealers are required to furnish both scanned copy of the report and the MS Excel version of the same as above","","","","","","","","","","Administrative Measures Adopted by the Government and the Monetary Board during the Year"
"","","We certify that the above information extracted/ generated from the books of accounts of the bank is accurate.","","","","","","","","","",""
"","","Name & Designation of the Authorised Officer: …………………...……","","","","","Name of the Compliance Officer: …………………","","","","",""
"","","Signature & Seal: …………………………………………","","","","","Signature: ………………………","","","","",""
"Part III - 117","Date: …………………………..","","","","","","Date: …………………………..","","","","",""
