"Carrying Amount","","-","188,045,837","-","-","188,045,837"
"Local Currency Financial Assets","","","","","",""
"Sri Lanka Government Securities","Government Securities","","","","",""
"","(Risk Free Investment)","1,377,820,347","-","-","-","1,377,820,347"
"","","1,377,820,347","-","-","-","1,377,820,347"
"Securities Purchased under Resale","Other Risk Free","","","","",""
"","","567,532,312","-","-","-","567,532,312"
"Agreements","Investment","","","","",""
"","","567,532,312","-","-","-","567,532,312"
"Provisional Advances to Government","Receivable from the","","","","",""
"","Government (Risk","","","","",""
"","Free Investment)","150,128,800","-","-","-","150,128,800"
"","","150,128,800","-","-","-","150,128,800"
