"Phase : …………..","","","","","","","","","","","","","",""
"Name of the PFI: …………………………….","","","","","","","","","","","","","",""
"","","","","","","","Date of","","","","Debt Moratorium","","Requested",""
"","","","","Approved","Loan","Date of","Refinance","","","","","","Moratorium",""
"","","","","","","","","","","Initial Grace","End date","","",""
"CBSL","CBSL","","","","","","","Concession","Existing","","","","",""
"","","","","","","","","","","","Requested","","",""
"","","Name","","Loan","Released","Loan","granted by","","","","","","Facility","Sector"
"","","","","","","","","","","Period (GP)","of the Debt","Ending","",""
"Registration","Refinance","","","","","","","Extended","Repayment","","","","",""
"","","","","","","","","","","","new Debt","","",""
"#","","of the","NIC/BR","Amount","Amount","Released","the CBSL (For","","","","","","(Capital","(Tourism/"
"","","","","","","","","","","provided","moratorium","date of the","",""
"No.","No. (if","","","","","","","Date by the","Period of","","","","",""
"","","","","","","","","","","","Moratorium","","",""
"","","Borrower/s","","by the","by the","by the","SCRF","","","","","","only/Capital","Other)**"
"","","","","","","","","","","for the loan","previously","new Debt","",""
"","applicable)","","","","","","","PFI","the Loan*","","","","",""
"","","","","","","","","","","","period (No.","","",""
"","","","","CBSL (Rs.)","PFI (Rs.)","PFI","Phase I and II)","","","","","","and Interest",""
"","","","","","","","","","","(No. of","granted (if","Moratorium","",""
"","","","","","","","","","","","of months)","","",""
"","","","","","","","","","","","","","Both)**",""
"","","","","","","","","","","months)","any)","","",""
