doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf
cbsl_annual_reports	2023-01-01-Full-Text-Volume-II	Full_Text_Volume_II	2023-01-01	Full Text - Volume II	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/Full_Text_Volume_II.pdf
cbsl_annual_reports	2023-01-01-Full-Text-Volume-I	Full_Text_Volume_I	2023-01-01	Full Text - Volume I	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/Full_Text_Volume_I.pdf
cbsl_annual_reports	2023-01-01-9-Chapter-05	9_Chapter_05	2023-01-01	External Sector Developments and Policies	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/9_Chapter_05.pdf
cbsl_annual_reports	2023-01-01-8-Chapter-04	8_Chapter_04	2023-01-01	Prices and Wages	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/8_Chapter_04.pdf
cbsl_annual_reports	2023-01-01-7-Chapter-03	7_Chapter_03	2023-01-01	Economic and Social Infrastructure	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/7_Chapter_03.pdf
cbsl_annual_reports	2023-01-01-6-Chapter-02	6_Chapter_02	2023-01-01	National Output, Expenditure, Income and Employment	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/6_Chapter_02.pdf
cbsl_annual_reports	2023-01-01-5-Chapter-01	5_Chapter_01	2023-01-01	Economic, Price and Financial System Stability, Outlook and Policies	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/5_Chapter_01.pdf
cbsl_annual_reports	2023-01-01-4-KSI	4_KSI	2023-01-01	Key Social Indicators	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/4_KSI.pdf
cbsl_annual_reports	2023-01-01-3-KEI	3_KEI	2023-01-01	Key Economic Indicators	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/3_KEI.pdf
cbsl_annual_reports	2023-01-01-20-Part-04	20_Part_04	2023-01-01	Major Legislative Enactments of 2022 Relating to the Functions and Operations of the Central Bank and Banking Institutions in Sri Lanka	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/20_Part_04.pdf
cbsl_annual_reports	2023-01-01-2-Acronyms	2_Acronyms	2023-01-01	List of Acronyms	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/2_Acronyms.pdf
cbsl_annual_reports	2023-01-01-19-Part-03	19_Part_03	2023-01-01	Administrative Measures Adopted by the Government and the Monetary Board During the Year Relating to the Functions and Operations of the Central Bank and Banking Institutions in Sri Lanka	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/19_Part_03.pdf
cbsl_annual_reports	2023-01-01-18-Part-02	18_Part_02	2023-01-01	Accounts and Operations of the Central Bank of Sri Lanka	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/18_Part_02.pdf
cbsl_annual_reports	2023-01-01-17-Preliminary-2	17_Preliminary_2	2023-01-01	Preliminary Pages	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/17_Preliminary_2.pdf
cbsl_annual_reports	2023-01-01-16-S-Appendix	16_S_Appendix	2023-01-01	Special Statistical Appendix	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/16_S_Appendix.pdf
cbsl_annual_reports	2023-01-01-15-Appendix	15_Appendix	2023-01-01	Statistical Appendix	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/15_Appendix.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-08	14_Infographics_08	2023-01-01	Performance of the Financial Sector	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_08.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-07	14_Infographics_07	2023-01-01	Monetary Sector Developments	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_07.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-06	14_Infographics_06	2023-01-01	Performance of the Fiscal Sector	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_06.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-05	14_Infographics_05	2023-01-01	Performance of the External Sector	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_05.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-04	14_Infographics_04	2023-01-01	Movements of Prices and Wages – 2022	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_04.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-03	14_Infographics_03	2023-01-01	Performance of the Economic and Social Infrastructure	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_03.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-02	14_Infographics_02	2023-01-01	Annual GDP Growth Rate	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_02.pdf
cbsl_annual_reports	2023-01-01-14-Infographics-01	14_Infographics_01	2023-01-01	The Socio-Economic Crisis in 2022, Policy Actions and Outcomes Towards Restoring Stability	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/14_Infographics_01.pdf
cbsl_annual_reports	2023-01-01-13-Box-14	13_Box_14	2023-01-01	Major Economic Policy Measures	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/13_Box_14.pdf
cbsl_annual_reports	2023-01-01-13-Box-13	13_Box_13	2023-01-01	Strengthening the Financial Safety Net in Sri Lanka	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/13_Box_13.pdf
cbsl_annual_reports	2023-01-01-13-Box-12	13_Box_12	2023-01-01	Financial Consumer Protection Framework: A Way Forward	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/13_Box_12.pdf
cbsl_annual_reports	2023-01-01-13-Box-11	13_Box_11	2023-01-01	The Central Bank Intervention in Addressing Systemic Liquidity Issues during Stress Periods to Ensure Monetary and Financial Stability	https://www.cbsl.gov.lk/en/publications/economic-and-financial-reports/annual-reports/annual-report-2022	en	https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/publications/annual_report/2022/en/13_Box_11.pdf
