"","","Annual Average","Annual Average","","Annual Average","","","","",""
"Meteorological","","","","","","","","","",""
"","","No. of","","No. of","","No. of","","No. of","","No. of"
"Stations","Rainfall","","Rainfall","","Rainfall","","Rainfall","","Rainfall",""
"","","Rainy","","Rainy","","Rainy","","Rainy","","Rainy"
"","(mm)","","(mm)","","(mm)","","(mm)","","(mm)",""
"","","Days","","Days","","Days","","Days","","Days"
"Anuradhapura","1,285","89","1,269","97","1,629","104","1,533","111","1,565","104"
"Bandarawela","1,572","129","1,571","149","1,703","149","1,786","167","1,908","164"
"Colombo","2,424","146","2,389","162","2,396","171","2,856","196","2,390","158"
"Hambantota","1,050","87","1,020","101","1,079","107","1,207","122","740","90"
"Katugastota","1,840","148","1,842","170","1,814","168","2,423","178","1,974","166"
"Nuwara Eliya","1,905","163","1,855","193","1,805","187","1,936","203","1,828","192"
"Ratnapura","3,749","205","3,688","223","3,619","225","4,410","198","4,377","226"
"Trincomalee","1,580","86","1,476","87","1,622","99","1,691","113","1,871","112"
"Note :  mm = millimetres","","","","","","","","Source: Department of Meteorology","",""
