"September","726,609","722,364","9,934,578","447,286","201,427","1,673,349","834,027","13,090,668","14,539,641","-1,590,817","-302,022"
"October","676,484","711,467","10,009,055","436,718","200,505","1,673,364","839,439","13,159,080","14,547,031","-1,635,193","-238,004"
"November","700,824","694,759","10,117,961","447,715","199,815","1,677,550","837,353","13,280,395","14,675,978","-1,639,535","-230,446"
"December","728,093","679,645","10,231,984","467,456","201,545","1,681,258","849,823","13,432,066","14,839,803","-1,613,861","-152,952"
"(a)  M4 is based on the aggregated data pertaining to Licensed Specialised Banks (LSBs) and Licensed Finance Companies (LFCs), in addition to the institutions covered in M2b","","","","","","","","","","",""
"","(b)  Currency, demand deposits and time and savings deposits of DBUs in this table differ from those in Table 119 due to the fact that LSBs and LFCs are not treated as ‘Public’ under the Financial Survey (M4)","","","","","","","","","",""
"definition","","","","","","","","","","",""
"","(c)  Time and savings deposits of the private sector with commercial banks, LSBs and LFCs","","","","","","","","","",""
"","(d)   LSBs include Regional Development Banks/Pradeshiya Sanwardhana Bank (which was established on 14 July 2010 by amalgamating Regional Development Banks), National Savings Bank, State Mortgage","","","","","","","","","",""
"","and Investment Bank, Sanasa Development Bank Ltd, HDFC Bank of Sri Lanka and Sri Lanka Savings Bank Ltd. MBSL Savings Bank Ltd, which operated as a LSB, was amalgamated with Merchant Bank","","","","","","","","","",""
"","Sri Lanka PLC and MCSL Financial Services Ltd and operates as a LFC namely, Merchant Bank of Sri Lanka and Finance PLC with effect from 1 January 2015. DFCC Bank which operated as a Licensed","","","","","","","","","",""
"","Specialised Bank was amalgamated with the DFCC Vardhana Bank and operates as a Licensed Commercial Bank namely, DFCC Bank PLC with effect from 1 October 2015. Lankaputhra Development","","","","","","","","","",""
"","Bank Ltd, which operated as an LSB, was amalgamated with Regional Development Bank/Pradeshiya Sanwardhana Bank with effect from 1 April 2019.","","","","","","","","","",""
"","(e)  This includes NFA of the Central Bank as well as the Government’s Crown Agent’s balance reported by the Department of State Accounts","","","","","","","","","",""
