"","","","","","","","","","","","","","","","","","","","","",""
"","Composition of the Plan 
Assets/Investments
Pension 
Widowers’  
Scheme
Pension 
Pension 
Pension 
and Orphans’
Scheme
Scheme-New
Scheme
Scheme
Pension  
Scheme - New
Rs. 000
Rs. 000
Rs. 000
Rs. 000
Rs. 000
Rs. 000
Rs. 000
Rs. 000
Investment in Government 
 26,570,667 
 5,287,728 
 5,537,069 
 2,383,033 
 1,224,677 
 310,153 
 2,806,478 
 44,119,805 
Securities
 1,568,583 
 75,086 
 427,511 
 50,582 
 13,509 
 -   
 224,262 
 2,359,533 
Investment in Reverse Repo
 820,495 
 219,709 
 342,517 
 56,934 
 16,850 
 5,094 
 70,832 
 1,532,431 
Investment in Debentures
 3,454,948 
 52,207 
 1,193,074 
 193,479 
 869 
 10,071 
 410,404 
 5,315,052 
Investment in Fixed Deposits
Balances Remaining in 
 2,413 
 1,352 
 1,848 
 999 
 981 
 -   
 -   
 7,593 
Current Accounts
Total Plan Assets/Investments 
 32,417,106 
 5,636,082 
 7,502,019 
 2,685,027 
 1,256,886 
 325,318 
 3,511,976 
 53,334,414 
as at 31 December 2021
The principal assumptions used in determining Employee Benefit Obligations for all the plans are shown  below: 
 
 
2022
2021
 
Discount Rate
19.00%
11.58%
Expected Rate of Return on Assets
19.00%
11.58%
Rate of Salary Increases - Gratuity, W & OP, WR & OP, Old Pension Schemes
7.00%
7.00%
Rate of Salary Increase - Pension New and WR & OP New
6.50%
6.50%
Future Pension Increases - Old Pension Scheme 
6.00%
7.50%
Future Pension Increases - New Pension Scheme 
2.50%
2.00%
Attrition Rate
2.00%
2.00%
Medical Cost Inflation Rate
4.50%
4.50%
Average Remaining years of Service
   CBSL Pension
26 Years
26 Years
   CBSL Pension - New
39 Years
38 Years
   W & OP Pension Scheme
26 Years
26 Years
         WR & OP Pension Scheme
26 Years
26 Years
   W & OP and WR & OP Pension Scheme - New
39 Years
38 Years
   Gratuity Scheme
17 Years
17 Years
   CBSL Medical Benefit Scheme
27 Years
26 Years
Retirement Age
60 Years
60 Years
Employee 
Sensitivity Analysis at 0.5% 
Retirement 
(As at 31 December 2022)
Pension  
Scheme - New
Rs.  000
Rs.  000
Rs.  000
Rs.  000
Rs.  000
Projected benefit obligation on 
 28,743,485 
 742,361 
 6,594,557 
 769,222 
 256,344 
current assumptions
Effect of ""+"" change in discount rate
 (668,156)
 (65,500)
 (158,025)
 (23,092)
 (17,521)
Effect of ""-"" change in discount rate
 702,459 
 31,989 
 166,673 
 24,480 
 19,426 
Effect of ""+"" change in attrition rate
 -   
 -   
 -   
 -   
Effect of ""-"" change in attrition rate
 -   
 -   
 -   
 -   
Effect of ""+"" change in salary escalation rate
 24,664 
 38,679 
 955 
 384 
 11,353 
Effect of ""-"" change in salary escalation rate
 (24,212)
 (36,178)
 (939)
 (376)
 (10,648)
Effect of ""+"" change in Medical Cost 
 -   
 -   
 -   
 -   
Inflation
Effect of ""-"" change in Medical Cost Inflation
 -   
 -   
 -   
 -   
Effect of ""+"" change in Rate of Pension 
 761,600 
 -   
 185,807 
 27,040 
Escalation
Effect of ""-"" change in Rate of Pension 
 (727,576)
 -   
 (176,763)
 (25,592)
Escalation","","","","","","","","","","","","","","","","","","","",""
"","","","","","","Employee 
Employee","","Gratuity 
Medical 
Total
Widows’ and 
Widowers’ 
Widows’ and","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","Retirement 
Retirement","","Orphans’ and  
Scheme
Benefit 
Orphans’ 
and Orphans’","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","Gratuity 
Medical 
Employee 
Widows’ and 
Widowers’ 
Widows’ and","","","","","","","","","","",""
"","","","","","","","Pension 
Pension 
Scheme
Scheme-New","","","","","","","","","","","","","",""
"","","","","","","","","","","Retirement 
Orphans’","","","Orphans’ and 
and Orphans’","","","","","","","Scheme
Benefit",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Pension","","Pension","","","Widowers’","","","Scheme",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Scheme","","Scheme","","","and Orphans’","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Rs.  000
Rs.  000","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","316,311 
 3,430,954","",""
"","","","","","","","","","","","","","","","","","","","(6,674)
 (84,038)
 6,982 
 88,853 
 -   
 68,915 
 -   
 -   
 (73,479)
 -   
 7,748 
 -   
 (7,438)
 -   
 -   
 -   
 101,086 
 -   
 -   
 (95,784)
 -   
 -   
 -","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","-   
 -   
 -","",""
