"","","","","",""
"","49.   FINANCIAL ASSETS AND FINANCIAL LIABILITIES
49.1
Classification of Financial Assets and Financial Liabilities
The following table provides a reconciliation between line items in the Statement of Financial Position and categories 
of Financial Instruments
FVTPL
FVOCI - 
FVOCI - 
Amortized 
Debt 
Equity 
Cost
31 December  2022
Instruments
Instruments
Rs. 000
Rs. 000
Rs. 000
Rs. 000
Foreign Currency Financial Assets
 -   
 -   
 -   
 651,687,864 
Cash & Cash Equivalents
Securities at Fair Value through Other 
 -   
 10,867,425 
 -   
 -   
Comprehensive Income
 401,580 
 -   
 -   
Derivative Financial Instruments
 280,406,015 
 -   
 -   
 1,015,059 
IMF Related Assets
 -   
 -   
 -   
 37,022,631 
Other Receivables
 280,807,595 
 10,867,425 
 -   
 689,725,554 
Total Foreign Currency Financial Assets
Local Currency Financial Assets
 -   
 2,498,995,015 
 -   
Sri Lanka Government Securities
 -   
 -   
 -   
 698,069,219 
Securities Purchased under Resale Agreements
 -   
 -   
 -   
 235,638,700 
Provisional Advances to Government
 -   
 -   
 1,817,132 
 -   
Equity Investments in Financial and Other Institutions 
 -   
 -   
 -   
 28,257,902 
Loans to Banks 
 -   
 -   
 -   
 30,182,560 
Other Assets
 -   
 2,498,995,015 
 1,817,132 
Total Local Currency Financial Assets 
Foreign Currency Financial Liabilities 
 -   
 -   
 -   
 146,408,028 
Banks and Financial Institutions
 71,697,994 
 -   
 -   
 -   
Derivative Financial Instruments
 -   
 -   
 -   
 736,258,129 
Asian Clearing Union
 -   
 -   
 -   
IMF
 -   
 -   
 -   
 594,383,451 
Other
Total Foreign Currency Financial Liabilities 
 71,697,994 
 -   
 -   
Local Currency Financial Liabilities 
 -   
 -   
 -   
 323,046,181 
Deposits of Banks and Financial Institutions
 -   
 -   
 -   
 221,411 
Deposits of Government and Governmental Entities
Securities Sold under Repurchase Agreements & 
 -   
 -   
 -   
 330,637,059 
Standing Deposit Facility
 -   
 -   
 -   
Currency in Circulation
 -   
 -   
 -   
 68,320,347 
Other Payables
 -   
 -   
 -   
Total Local Currency Financial Liabilities","","","",""
"","","","","",""
"","","-","Total
Rs. 000
 651,687,864 
 10,867,425 
 401,580 
 281,421,074 
 37,022,631","",""
"","","","981,400,574","",""
"","","-     2,498,995,015","698,069,219 
 235,638,700 
 1,817,132 
 28,257,902 
 30,182,560","",""
"","","992,148,381   3,492,960,528","","",""
"","","1,127,925,092   1,127,925,092","146,408,028 
 71,697,994 
 736,258,129 
 594,383,451","",""
"","","2,604,974,700   2,676,672,694","","",""
"","","1,026,567,252   1,026,567,252","323,046,181 
 221,411 
 330,637,059 
 68,320,347","",""
"","","1,748,792,250  1,748,792,250","","",""
"","","","","",""
"","","","","",""
"","","","","",""
