"","","","","","","","","","","","","","","","","","","","","",""
"Fortnight Report on Utilisation of Funds obtained under the Liquidity Facility to the Contractors/Suppliers","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"#","Details of the Fund Disbursement by the CBSL","","","","","","","","","Details of the Fund Disbursement by the LCB","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","Promissory 
Note No.","Amount Disbursed (Rs.)","","","","","Date of 
Disbursement","","","Treasury Ref. No. 
for LAPC","Name of the Contractor","","","","Amount Disbursed 
(Rs.)","","","","","","Date of Disbursement"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"1.","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"2.","","","","","","","","","","","","","","","","","","","","",""
"3.","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"4.","","","","","","","","","","","","","","","","","","","","",""
"5.","","","","","","","","","","","","","","","","","","","","",""
