"","","","","","","","","",""
"1.","","General","","","","","","",""
"","","","","","","","","",""
"1.1","","Name of Specialized Leasing Company:","","","","","","",""
"1.2","","Category of the proposed business place to be closed (X):","","","","","","",""
"","","Branch","","Collection Center","","","Others (specify)","",""
"1.3","","Date of approval of the Board of Directors for the proposed closure:","","","","","","",""
"1.4","","Reasons for the closure of business place:","","","","","","",""
"2.","","Location","","","","","","",""
"","","","","","","","","",""
"2.1","","Administrative District","","","","","","",""
"2.2","","Name of Town","","","","","","",""
"2.3","","Local Government Authority","","","","","","",""
"2.4","","Divisional Secretariat","","","","","","",""
"","","","","","","","","",""
"2.5","","Postal Address","","","","","","",""
"3.","","key information of the proposed closure (Rs.mn)","","","","","","",""
"","","","","","","","","",""
"3.1","","Total Assets","","","","","","",""
"","","","","","","","","",""
"3.2","","Loans and advances","","","","","","",""
"3.3","","Other assets","","","","","","",""
"3.4","","Total borrowings","","","","","","",""
"3.5","","Other Liabilities","","","","","","",""
"","","","","","","","","",""
"3.6","","Number of Borrowers","","","","","","",""
"3.7","","Number of Employees","","","","","","",""
"","","","","","","","","",""
"4.","","Describe the actions to be taken on assets, liabilities and employees of proposed closure of business place:","","","","","","",""
"","","","","","","","","",""
