"Letter of Acceptance of Payments of Outstanding Bills Due to Contractors/Suppliers of the Government  Issued by the 
Treasury on behalf on the Government","","","","","","","","","Office use only","","",""
"","","","","","","","","","","(CBSL Ref.)","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","Ref. No of Letter of Acceptance of the Treasury","","Name of the Contractor/Supplier","","Value (Rs.)","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"1.","","","","","","","","","","","",""
"2.","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"3.","","","","","","","","","","","",""
"4.","","","","","","","","","","","",""
"5.","","","","","","","","","","","",""
"Total","","","","","","","","","","","",""
