"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fortnight Report on Utilisation of Funds obtained under the Liquidity Facility to the Construction Sector","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#","Promissory Notes issued by the Bank","","","","","","","","","","","","","","Promissory Notes/Guarantees issued by the Government","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Ref. No                        
(As stated in","Annex II)","","Date of Maturity","","","","","","","Granted Loan","","","","Ref. No","Name of the","Face Value","","","","","","Date of","","","Date of","","","","","","Outstanding Loan","","","",""
"","","","","","(DD/MM/YYYY)","","","","","","","Amount (Rs.)","","","","Contractor","","","","(Rs.)","","","","Issue (DD/","","Maturity","","","","","","Amount as at …..","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","MM/YYYY)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","(DD/MM/YYYY)","","","","","","2020 (Rs.)","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
