"Jun-22","","1,224,438","24,489","","(57,536)","1,191,391"
"Jul-22","","1,191,391","23,828","","(57,536)","1,157,683"
"Aug-22","","1,157,683","23,154","","(57,536)","1,123,300"
"Sep-22","","1,123,300","22,466","","(57,536)","1,088,230"
"","","","","","",""
"Oct-22","","1,088,230","21,765","","(57,536)","1,052,459"
"","","","","","",""
"Nov-22","","1,052,459","21,049","","(57,536)","1,015,972"
"Dec-22","","1,015,972","20,319","","(57,536)","978,756"
"Jan-23","","978,756","19,575","","(57,536)","940,795"
"Feb-23","","940,795","18,816","","(57,536)","902,075"
"Mar-23","","902,075","18,041","","(57,536)","862,580"
"","","","","","",""
"Apr-23","","862,580","17,252","","(57,536)","822,296"
"","","","","","",""
"May-23","","822,296","16,446","","(57,536)","781,206"
"Jun-23","","781,206","15,624","","(57,536)","739,294"
"","","","","","",""
"Jul-23","","739,294","14,786","","(57,536)","696,544"
"Aug-23","","696,544","13,931","","(57,536)","652,939"
"Sep-23","","652,939","13,059","","(57,536)","608,462"
"Oct-23","","608,462","12,169","","(57,536)","563,095"
"","","","","","",""
"Nov-23","","563,095","11,262","","(57,536)","516,821"
"","","","","","",""
"Dec-23","","516,821","10,336","","(57,536)","469,622"
"Jan-24","","469,622","9,392","","(57,536)","421,478"
"Feb-24","","421,478","8,430","","(57,536)","372,372"
"Mar-24","","372,372","7,447","","(57,536)","322,284"
"Apr-24","","322,284","6,446","","(57,536)","271,193"
"","","","","","",""
"May-24","","271,193","5,424","","(57,536)","219,081"
"","","","","","",""
"Jun-24","","219,081","4,382","","(57,536)","165,927"
"Jul-24","","165,927","3,319","","(57,536)","111,710"
"","","","","","",""
"Aug-24","","111,710","2,234","","(57,536)","56,408"
"Sep-24","","56,408","1,128","","(57,536)","(0)"
"Oct-24","","67,223","0","","(57,536)","9,687"
"","","","","","",""
"Nov-24","","9,687","0","","(9,687)","0"
