"","","","","","","","","",""
"","","","","","","","","",""
"","2 3 4 5 (","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","add 
rows)","","","","","","","",""
"6.","Details of Business Places proposed to be relocated:","","","","","","","",""
"","","","","","","","","",""
"","","Type of Business Place","","Administra-
tive District","Name of 
Town","Local 
Government 
Authority","","Divisional 
Secretariat","Present 
Location’s 
Postal 
Address"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","1 2 3 4 5 (","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","add 
rows)","","","","","","","",""
